value_ms,cdf
1.000000,0.150409
2.000000,0.498566
3.000000,0.772306
4.000000,0.882236
5.000000,0.953637
6.000000,0.971721
7.000000,0.986151
8.000000,0.992766
9.000000,0.997395
10.000000,0.998613
11.000000,0.999288
12.000000,0.999850
13.000000,1.000000
