6,370.630800,5.000000,7.000000,1.000000,1.000000,0.002121,0.000000,7.648000,7.648000
10,260.756480,10.000000,12.000000,1.000000,3.000000,0.005096,0.305957,17.242000,17.242000
14,358.053415,5.000000,7.000000,1.000000,1.000000,0.006200,0.000716,16.974000,19.597000
20,359.719822,5.000000,8.000000,1.000000,1.000000,0.011061,0.000878,22.883000,32.578000
30,359.748529,5.000000,8.000000,1.000000,1.000000,0.011811,0.001045,25.341400,26.885000
