6,370.630800,5.000000,7.000000,1.000000,1.000000,0.002121,0.000000,7.648000,7.648000
10,266.715280,9.000000,13.000000,1.000000,3.000000,0.006115,0.301404,20.163000,20.163000
14,394.192197,3.000000,3.000000,1.000000,1.000000,0.003452,0.000718,19.713000,20.316000
20,362.192960,6.000000,8.000000,1.000000,1.000000,0.010116,0.000967,24.154000,30.187000
30,361.688178,5.000000,7.000000,1.000000,1.000000,0.010560,0.000793,22.467000,24.462000
