value_ms,cdf
3008.551000,0.055556
3011.019000,0.111111
3011.657485,0.166667
3023.450000,0.222222
3033.299485,0.277778
3076.212000,0.333333
3104.437000,0.388889
3389.258000,0.444444
3593.073485,0.500000
3640.831000,0.555556
3690.257000,0.611111
3711.130485,0.666667
3825.009485,0.722222
3917.744000,0.777778
3939.814485,0.833333
3960.309000,0.888889
3986.556000,0.944444
3999.977183,1.000000
