metric,value
pedca_enabled,1
split_stas_across_links,0
distribute_pedca_across_links,1
stas_link0_target,10
stas_link1_target,0
flows_considered,3
aggregate_throughput_mbps,266.715280
delay_samples_present,1
jitter_samples_present,1
completion_samples_present,1
tx_packets,24366
rx_packets,24258
lost_packets,0
delay_samples,24258
delay_p50_ms,4.000000
delay_p90_ms,8.000000
delay_p95_ms,9.000000
delay_p99_ms,13.000000
delay_p99_9_ms,14.000000
delay_over_10ms_packets,714
delay_over_20ms_packets,0
jitter_samples,24255
jitter_p50_ms,1.000000
jitter_p90_ms,1.000000
jitter_p95_ms,1.000000
jitter_p99_ms,3.000000
jitter_p99_9_ms,8.000000
flow_completion_p50_ms,799.770737
flow_completion_p90_ms,799.984043
flow_completion_p95_ms,799.984043
flow_completion_p99_ms,799.984043
flow_completion_p99_9_ms,799.984043
retrans_ratio_p50,1.000000
retrans_ratio_p90,1.000000
retrans_ratio_p95,1.000000
retrans_ratio_p99,1.000000
retrans_ratio_p99_9,1.000000
vo_mac_tx_data_failed,7344
vo_mac_tx_final_data_failed,1
vo_mac_tx_rts_failed,149
vo_mac_tx_data_failed_rate,0.301404
vo_mac_tx_final_data_failed_rate,0.000041
vo_mac_tx_rts_failed_rate,0.006115
vo_channel_access_delay_p50_ms,1.375000
vo_channel_access_delay_p90_ms,120.001000
vo_channel_access_delay_p95_ms,120.001000
vo_channel_access_delay_p99_ms,120.001000
vo_channel_access_delay_p99_9_ms,120.001000
vo_queue_delay_p50_ms,3.448000
vo_queue_delay_p90_ms,13.232000
vo_queue_delay_p95_ms,20.163000
vo_queue_delay_p99_ms,20.163000
vo_queue_delay_p99_9_ms,20.163000
vo_queue_depth_mean_packets,0.009601
vo_queue_depth_max_packets,1
vo_queue_drop_packets,0
vo_queue_drop_before_enqueue_packets,0
vo_queue_expired_drop_packets,0
