metric,value
pedca_enabled,1
split_stas_across_links,0
distribute_pedca_across_links,0
stas_link0_target,14
stas_link1_target,0
flows_considered,4
aggregate_throughput_mbps,358.053415
delay_samples_present,1
jitter_samples_present,1
completion_samples_present,1
tx_packets,53064
rx_packets,53054
lost_packets,0
delay_samples,53054
delay_p50_ms,2.000000
delay_p90_ms,4.000000
delay_p95_ms,5.000000
delay_p99_ms,7.000000
delay_p99_9_ms,14.000000
delay_over_10ms_packets,270
delay_over_20ms_packets,0
jitter_samples,53050
jitter_p50_ms,1.000000
jitter_p90_ms,1.000000
jitter_p95_ms,1.000000
jitter_p99_ms,1.000000
jitter_p99_9_ms,5.000000
flow_completion_p50_ms,1294.111000
flow_completion_p90_ms,1299.921000
flow_completion_p95_ms,1299.921000
flow_completion_p99_ms,1299.921000
flow_completion_p99_9_ms,1299.921000
retrans_ratio_p50,1.000000
retrans_ratio_p90,1.000000
retrans_ratio_p95,1.000000
retrans_ratio_p99,1.000000
retrans_ratio_p99_9,1.000000
vo_mac_tx_data_failed,38
vo_mac_tx_final_data_failed,8
vo_mac_tx_rts_failed,329
vo_mac_tx_data_failed_rate,0.000716
vo_mac_tx_final_data_failed_rate,0.000151
vo_mac_tx_rts_failed_rate,0.006200
vo_channel_access_delay_p50_ms,1.516000
vo_channel_access_delay_p90_ms,120.001000
vo_channel_access_delay_p95_ms,120.001000
vo_channel_access_delay_p99_ms,120.001000
vo_channel_access_delay_p99_9_ms,120.001000
vo_queue_delay_p50_ms,4.639000
vo_queue_delay_p90_ms,12.570000
vo_queue_delay_p95_ms,16.974000
vo_queue_delay_p99_ms,19.597000
vo_queue_delay_p99_9_ms,19.597000
vo_queue_depth_mean_packets,0.010476
vo_queue_depth_max_packets,1
vo_queue_drop_packets,0
vo_queue_drop_before_enqueue_packets,0
vo_queue_expired_drop_packets,0
